region_name,region_risk_level,recorded_at,year,month,day_of_year,is_rainy_season,rainfall_mm,temperature_c,humidity_pct,wind_speed_ms,soil_moisture_pct,risk_level
Rusizi Floodplain (Rusizi),high,2019-09-03,2019,9,246,1,3.49,19.18,77.04,1.44,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-04,2019,9,247,1,0.24,18.95,75.5,1.18,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-05,2019,9,248,1,0.31,18.93,73.83,1.13,76.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-06,2019,9,249,1,0.41,19.64,71.11,1.16,76.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-07,2019,9,250,1,0.52,18.87,72.34,1.45,76.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-08,2019,9,251,1,0.62,18.42,70.33,1.45,76.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-09,2019,9,252,1,0.29,18.35,70.69,1.34,75.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-10,2019,9,253,1,1.91,18.57,72.97,1.02,75.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-11,2019,9,254,1,3.93,18.92,75.29,1.07,76.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-12,2019,9,255,1,24.83,18.58,81.71,1.31,77.0,high
Rusizi Floodplain (Rusizi),high,2019-09-13,2019,9,256,1,10.13,18.61,82.31,0.95,81.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-14,2019,9,257,1,0.8,19.25,76.04,1.13,80.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-15,2019,9,258,1,1.59,19.67,72.73,0.93,80.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-16,2019,9,259,1,2.51,19.77,73.67,1.49,79.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-17,2019,9,260,1,0.55,19.53,72.43,1.48,79.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-18,2019,9,261,1,1.51,19.37,71.39,1.55,78.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-19,2019,9,262,1,0.31,19.94,69.62,1.42,78.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-20,2019,9,263,1,0.89,19.52,71.19,1.39,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-21,2019,9,264,1,2.53,19.5,73.21,1.13,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-22,2019,9,265,1,3.25,19.19,77.13,1.1,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-23,2019,9,266,1,1.25,20.11,71.59,1.1,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-24,2019,9,267,1,0.43,20.18,70.75,1.01,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-25,2019,9,268,1,5.35,19.02,78.33,1.13,77.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-26,2019,9,269,1,12.13,17.86,82.35,0.97,78.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-27,2019,9,270,1,8.16,18.01,80.62,1.22,80.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-28,2019,9,271,1,6.83,18.74,74.08,1.16,80.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-29,2019,9,272,1,8.2,19.32,72.82,0.84,80.0,moderate
Rusizi Floodplain (Rusizi),high,2019-09-30,2019,9,273,1,12.09,18.02,85.99,0.7,81.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-01,2019,10,274,1,18.46,17.56,85.28,1.04,84.0,high
Rusizi Floodplain (Rusizi),high,2019-10-02,2019,10,275,1,21.78,17.13,86.61,0.67,85.0,high
Rusizi Floodplain (Rusizi),high,2019-10-03,2019,10,276,1,5.38,18.03,82.62,1.72,85.0,high
Rusizi Floodplain (Rusizi),high,2019-10-04,2019,10,277,1,0.48,18.76,74.22,1.83,84.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-05,2019,10,278,1,0.76,17.89,73.39,1.83,82.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-06,2019,10,279,1,6.95,18.11,82.0,1.76,82.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-07,2019,10,280,1,2.18,18.91,76.82,1.59,82.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-08,2019,10,281,1,0.98,19.34,69.69,1.66,81.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-09,2019,10,282,1,5.21,18.44,80.04,1.55,81.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-10,2019,10,283,1,8.92,18.79,80.63,1.15,81.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-11,2019,10,284,1,12.31,18.52,83.8,1.1,83.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-12,2019,10,285,1,6.75,18.55,82.51,1.35,83.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-13,2019,10,286,1,11.08,18.39,82.36,1.56,83.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-14,2019,10,287,1,15.71,19.38,77.2,1.04,84.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-15,2019,10,288,1,6.67,19.05,78.89,1.4,85.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-16,2019,10,289,1,4.08,19.47,73.72,1.0,84.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-17,2019,10,290,1,9.81,19.3,78.57,0.82,84.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-18,2019,10,291,1,15.49,17.42,89.72,0.7,86.0,high
Rusizi Floodplain (Rusizi),high,2019-10-19,2019,10,292,1,3.81,18.21,79.48,0.98,85.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-20,2019,10,293,1,21.78,18.85,82.38,0.59,86.0,high
Rusizi Floodplain (Rusizi),high,2019-10-21,2019,10,294,1,6.3,18.43,83.92,0.75,87.0,high
Rusizi Floodplain (Rusizi),high,2019-10-22,2019,10,295,1,4.62,19.06,80.73,0.66,86.0,high
Rusizi Floodplain (Rusizi),high,2019-10-23,2019,10,296,1,5.36,19.29,78.34,0.77,86.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-24,2019,10,297,1,7.74,17.98,83.73,1.42,86.0,high
Rusizi Floodplain (Rusizi),high,2019-10-25,2019,10,298,1,4.24,18.56,78.81,1.53,86.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-26,2019,10,299,1,19.27,17.99,84.32,1.51,87.0,high
Rusizi Floodplain (Rusizi),high,2019-10-27,2019,10,300,1,1.04,18.63,79.36,1.28,87.0,moderate
Rusizi Floodplain (Rusizi),high,2019-10-28,2019,10,301,1,2.52,18.25,83.22,0.87,86.0,high
Rusizi Floodplain (Rusizi),high,2019-10-29,2019,10,302,1,17.69,18.19,82.65,0.65,86.0,high
Rusizi Floodplain (Rusizi),high,2019-10-30,2019,10,303,1,21.07,17.3,89.75,0.79,88.0,high
Rusizi Floodplain (Rusizi),high,2019-10-31,2019,10,304,1,7.44,17.99,83.41,1.19,89.0,high
Rusizi Floodplain (Rusizi),high,2019-11-01,2019,11,305,1,3.97,18.23,81.13,1.32,88.0,high
Rusizi Floodplain (Rusizi),high,2019-11-02,2019,11,306,1,0.73,18.51,77.89,1.52,87.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-03,2019,11,307,1,0.14,18.36,76.4,1.37,87.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-04,2019,11,308,1,0.38,19.07,74.42,1.27,86.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-05,2019,11,309,1,0.61,19.27,71.53,1.07,85.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-06,2019,11,310,1,1.14,18.58,78.47,1.01,85.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-07,2019,11,311,1,2.04,18.96,77.92,1.0,85.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-08,2019,11,312,1,5.18,18.37,85.1,1.02,85.0,high
Rusizi Floodplain (Rusizi),high,2019-11-09,2019,11,313,1,1.77,19.63,75.65,1.26,85.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-10,2019,11,314,1,1.92,18.7,83.1,1.4,85.0,high
Rusizi Floodplain (Rusizi),high,2019-11-11,2019,11,315,1,4.51,19.37,80.91,0.86,85.0,high
Rusizi Floodplain (Rusizi),high,2019-11-12,2019,11,316,1,20.12,18.66,86.81,0.88,86.0,high
Rusizi Floodplain (Rusizi),high,2019-11-13,2019,11,317,1,8.82,18.11,87.02,0.8,87.0,high
Rusizi Floodplain (Rusizi),high,2019-11-14,2019,11,318,1,10.19,18.69,81.88,0.92,88.0,high
Rusizi Floodplain (Rusizi),high,2019-11-15,2019,11,319,1,8.32,18.63,79.12,1.03,87.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-16,2019,11,320,1,10.46,19.8,79.71,0.82,87.0,moderate
Rusizi Floodplain (Rusizi),high,2019-11-17,2019,11,321,1,16.03,17.17,90.45,1.68,89.0,high
Rusizi Floodplain (Rusizi),high,2019-11-18,2019,11,322,1,6.47,17.87,82.2,0.77,89.0,high
Rusizi Floodplain (Rusizi),high,2019-11-19,2019,11,323,1,4.15,18.04,86.75,0.73,89.0,high
Rusizi Floodplain (Rusizi),high,2019-11-20,2019,11,324,1,3.9,18.8,81.9,0.96,88.0,high
Rusizi Floodplain (Rusizi),high,2019-11-21,2019,11,325,1,2.8,18.83,80.61,0.89,88.0,high
Rusizi Floodplain (Rusizi),high,2019-11-22,2019,11,326,1,19.58,19.34,78.44,0.64,88.0,high
Rusizi Floodplain (Rusizi),high,2019-11-23,2019,11,327,1,29.58,16.94,91.67,1.88,90.0,high
Rusizi Floodplain (Rusizi),high,2019-11-24,2019,11,328,1,7.31,15.97,90.8,1.09,92.0,high
Rusizi Floodplain (Rusizi),high,2019-11-25,2019,11,329,1,3.23,18.29,84.65,0.71,91.0,high
Rusizi Floodplain (Rusizi),high,2019-11-26,2019,11,330,1,6.5,17.2,91.03,0.95,91.0,high
Rusizi Floodplain (Rusizi),high,2019-11-27,2019,11,331,1,1.96,17.28,87.03,1.1,90.0,high
Rusizi Floodplain (Rusizi),high,2019-11-28,2019,11,332,1,5.21,18.02,84.45,0.86,90.0,high
Rusizi Floodplain (Rusizi),high,2019-11-29,2019,11,333,1,4.86,17.44,82.72,0.81,90.0,high
Rusizi Floodplain (Rusizi),high,2019-11-30,2019,11,334,1,7.35,18.44,84.28,0.8,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-01,2019,12,335,1,9.59,17.86,84.29,1.04,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-02,2019,12,336,1,3.88,17.36,86.58,0.84,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-03,2019,12,337,1,9.46,17.51,91.37,1.45,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-04,2019,12,338,1,12.13,17.25,87.99,0.95,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-05,2019,12,339,1,13.93,17.64,86.11,0.56,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-06,2019,12,340,1,13.04,18.29,84.38,0.95,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-07,2019,12,341,1,4.41,17.64,86.57,1.33,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-08,2019,12,342,1,2.83,16.92,90.44,1.48,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-09,2019,12,343,1,2.74,18.01,85.75,1.19,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-10,2019,12,344,1,5.56,16.89,88.67,1.2,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-11,2019,12,345,1,2.6,16.6,88.8,1.09,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-12,2019,12,346,1,8.03,17.52,84.96,0.76,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-13,2019,12,347,1,1.29,17.69,85.78,0.94,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-14,2019,12,348,1,2.04,18.96,77.2,1.06,91.0,moderate
Rusizi Floodplain (Rusizi),high,2019-12-15,2019,12,349,1,2.73,18.8,77.88,1.04,90.0,moderate
Rusizi Floodplain (Rusizi),high,2019-12-16,2019,12,350,1,4.02,18.65,81.7,0.97,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-17,2019,12,351,1,6.6,18.42,81.79,0.64,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-18,2019,12,352,1,2.35,19.38,78.41,0.83,90.0,moderate
Rusizi Floodplain (Rusizi),high,2019-12-19,2019,12,353,1,6.03,19.22,82.34,0.94,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-20,2019,12,354,1,8.07,18.4,81.33,0.84,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-21,2019,12,355,1,5.16,18.34,81.85,0.96,90.0,high
Rusizi Floodplain (Rusizi),high,2019-12-22,2019,12,356,1,11.17,16.88,91.45,1.36,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-23,2019,12,357,1,1.1,18.67,75.92,0.7,91.0,moderate
Rusizi Floodplain (Rusizi),high,2019-12-24,2019,12,358,1,13.53,19.49,77.84,0.54,91.0,moderate
Rusizi Floodplain (Rusizi),high,2019-12-25,2019,12,359,1,8.73,18.66,84.44,1.05,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-26,2019,12,360,1,4.99,17.81,84.14,1.11,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-27,2019,12,361,1,1.04,18.0,85.87,1.01,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-28,2019,12,362,1,6.66,18.16,89.13,1.43,91.0,high
Rusizi Floodplain (Rusizi),high,2019-12-29,2019,12,363,1,11.24,18.01,87.15,1.02,92.0,high
Rusizi Floodplain (Rusizi),high,2019-12-30,2019,12,364,1,25.38,17.51,91.61,1.09,93.0,high
Rusizi Floodplain (Rusizi),high,2019-12-31,2019,12,365,1,2.31,19.07,78.04,0.78,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-01,2020,1,1,0,0.31,20.05,73.19,0.82,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-02,2020,1,2,0,0.23,19.93,77.24,1.04,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-03,2020,1,3,0,0.07,19.98,75.2,0.94,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-04,2020,1,4,0,0.68,18.65,80.91,1.27,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-05,2020,1,5,0,0.59,19.25,79.88,0.75,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-06,2020,1,6,0,4.31,17.03,88.45,1.21,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-07,2020,1,7,0,1.73,19.18,77.82,0.77,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-08,2020,1,8,0,1.57,17.89,83.66,0.76,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-09,2020,1,9,0,2.13,18.74,78.06,0.82,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-10,2020,1,10,0,5.11,16.96,90.9,1.07,90.0,high
Rusizi Floodplain (Rusizi),high,2020-01-11,2020,1,11,0,3.94,17.67,83.07,0.97,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-12,2020,1,12,0,18.22,17.03,88.49,0.83,92.0,high
Rusizi Floodplain (Rusizi),high,2020-01-13,2020,1,13,0,2.11,17.7,84.37,0.67,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-14,2020,1,14,0,3.5,18.85,81.53,1.02,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-15,2020,1,15,0,0.76,19.89,74.62,1.01,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-16,2020,1,16,0,4.91,19.32,75.28,0.52,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-17,2020,1,17,0,16.83,18.63,82.8,0.85,92.0,high
Rusizi Floodplain (Rusizi),high,2020-01-18,2020,1,18,0,2.62,18.24,85.95,1.41,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-19,2020,1,19,0,4.52,16.74,86.63,1.44,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-20,2020,1,20,0,1.58,18.82,78.7,1.14,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-21,2020,1,21,0,1.98,18.12,87.15,1.07,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-22,2020,1,22,0,0.81,18.34,86.03,1.34,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-23,2020,1,23,0,1.25,18.09,87.88,1.44,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-24,2020,1,24,0,1.87,17.41,83.26,1.02,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-25,2020,1,25,0,0.86,18.62,81.27,1.04,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-26,2020,1,26,0,21.23,18.35,81.36,1.09,90.0,high
Rusizi Floodplain (Rusizi),high,2020-01-27,2020,1,27,0,19.59,18.77,82.94,1.03,93.0,high
Rusizi Floodplain (Rusizi),high,2020-01-28,2020,1,28,0,34.31,17.73,91.11,1.33,94.0,high
Rusizi Floodplain (Rusizi),high,2020-01-29,2020,1,29,0,10.25,17.0,83.43,1.02,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-30,2020,1,30,0,9.32,18.1,82.66,0.89,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-01-31,2020,1,31,0,21.49,17.55,86.94,0.77,95.0,high
Rusizi Floodplain (Rusizi),high,2020-02-01,2020,2,32,0,11.18,16.95,86.27,1.18,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-02,2020,2,33,0,4.8,16.54,83.94,0.91,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-03,2020,2,34,0,9.28,17.84,82.91,0.77,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-04,2020,2,35,0,29.38,17.31,83.66,0.74,95.0,high
Rusizi Floodplain (Rusizi),high,2020-02-05,2020,2,36,0,11.54,16.74,88.98,0.97,96.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-06,2020,2,37,0,1.9,17.73,85.24,0.64,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-07,2020,2,38,0,0.31,19.48,77.09,1.08,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-08,2020,2,39,0,0.5,19.71,78.98,1.11,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-09,2020,2,40,0,0.2,19.97,76.21,1.31,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-10,2020,2,41,0,0.07,19.93,71.55,1.4,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-11,2020,2,42,0,0.1,20.9,64.44,0.94,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-12,2020,2,43,0,1.0,19.87,75.99,1.06,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-13,2020,2,44,0,1.63,17.5,88.74,1.17,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-14,2020,2,45,0,1.91,18.68,79.72,1.21,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-15,2020,2,46,0,1.5,19.56,76.52,1.25,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-16,2020,2,47,0,0.69,19.73,75.48,1.23,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-17,2020,2,48,0,2.39,19.62,74.89,1.23,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-18,2020,2,49,0,2.29,20.2,75.97,1.12,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-19,2020,2,50,0,2.72,19.44,80.18,1.24,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-20,2020,2,51,0,1.61,19.39,79.32,0.91,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-21,2020,2,52,0,4.74,19.78,81.19,1.09,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-22,2020,2,53,0,0.9,20.11,79.18,0.9,90.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-23,2020,2,54,0,2.16,21.22,73.95,0.94,89.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-24,2020,2,55,0,9.76,18.99,87.66,1.14,89.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-25,2020,2,56,0,19.93,18.35,86.07,0.92,92.0,high
Rusizi Floodplain (Rusizi),high,2020-02-26,2020,2,57,0,4.28,19.22,82.44,0.78,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-27,2020,2,58,0,19.8,19.11,87.31,0.86,93.0,high
Rusizi Floodplain (Rusizi),high,2020-02-28,2020,2,59,0,1.84,18.14,85.25,0.9,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-02-29,2020,2,60,0,1.7,19.91,73.16,0.79,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-01,2020,3,61,1,4.41,19.81,78.89,0.93,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-02,2020,3,62,1,6.84,16.96,87.35,0.98,92.0,high
Rusizi Floodplain (Rusizi),high,2020-03-03,2020,3,63,1,1.59,18.11,85.3,1.09,92.0,high
Rusizi Floodplain (Rusizi),high,2020-03-04,2020,3,64,1,1.59,18.85,81.43,0.88,91.0,high
Rusizi Floodplain (Rusizi),high,2020-03-05,2020,3,65,1,6.41,19.63,77.32,0.85,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-06,2020,3,66,1,12.66,19.55,74.44,0.73,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-07,2020,3,67,1,1.3,19.7,74.53,1.11,91.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-08,2020,3,68,1,35.03,19.88,77.17,0.81,91.0,high
Rusizi Floodplain (Rusizi),high,2020-03-09,2020,3,69,1,27.23,19.14,84.47,0.96,93.0,high
Rusizi Floodplain (Rusizi),high,2020-03-10,2020,3,70,1,18.31,19.4,78.82,0.81,94.0,high
Rusizi Floodplain (Rusizi),high,2020-03-11,2020,3,71,1,2.57,19.59,78.98,1.06,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-12,2020,3,72,1,2.5,20.03,79.14,0.6,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-13,2020,3,73,1,7.9,17.16,91.32,1.21,93.0,high
Rusizi Floodplain (Rusizi),high,2020-03-14,2020,3,74,1,0.36,19.09,77.37,0.76,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-15,2020,3,75,1,3.28,20.93,74.88,0.51,92.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-16,2020,3,76,1,12.3,19.2,84.15,0.85,93.0,high
Rusizi Floodplain (Rusizi),high,2020-03-17,2020,3,77,1,9.82,17.82,89.98,0.94,93.0,high
Rusizi Floodplain (Rusizi),high,2020-03-18,2020,3,78,1,7.35,17.25,89.64,1.11,94.0,high
Rusizi Floodplain (Rusizi),high,2020-03-19,2020,3,79,1,3.69,18.54,79.45,0.92,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-20,2020,3,80,1,5.51,19.5,78.93,1.12,93.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-21,2020,3,81,1,14.2,18.52,87.03,1.29,93.0,high
Rusizi Floodplain (Rusizi),high,2020-03-22,2020,3,82,1,16.0,19.58,79.08,0.9,95.0,high
Rusizi Floodplain (Rusizi),high,2020-03-23,2020,3,83,1,7.74,19.19,78.59,0.96,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-24,2020,3,84,1,9.4,17.94,86.26,1.12,94.0,high
Rusizi Floodplain (Rusizi),high,2020-03-25,2020,3,85,1,58.21,19.25,81.3,0.69,95.0,critical
Rusizi Floodplain (Rusizi),high,2020-03-26,2020,3,86,1,17.05,17.12,87.62,1.03,96.0,high
Rusizi Floodplain (Rusizi),high,2020-03-27,2020,3,87,1,47.78,17.47,87.29,0.84,96.0,high
Rusizi Floodplain (Rusizi),high,2020-03-28,2020,3,88,1,17.8,17.08,82.71,0.72,97.0,high
Rusizi Floodplain (Rusizi),high,2020-03-29,2020,3,89,1,1.28,18.73,75.87,0.69,96.0,moderate
Rusizi Floodplain (Rusizi),high,2020-03-30,2020,3,90,1,4.6,18.56,80.48,1.09,95.0,high
Rusizi Floodplain (Rusizi),high,2020-03-31,2020,3,91,1,9.01,18.63,83.7,1.21,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-01,2020,4,92,1,2.36,18.62,86.26,1.24,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-02,2020,4,93,1,3.1,19.53,83.49,1.23,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-03,2020,4,94,1,1.84,19.64,77.9,0.93,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-04-04,2020,4,95,1,5.12,19.25,79.93,1.04,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-04-05,2020,4,96,1,13.63,19.43,79.96,0.92,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-04-06,2020,4,97,1,8.57,19.75,78.36,0.85,95.0,moderate
Rusizi Floodplain (Rusizi),high,2020-04-07,2020,4,98,1,4.75,18.73,84.24,0.55,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-08,2020,4,99,1,4.03,18.72,83.47,1.13,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-09,2020,4,100,1,1.55,18.25,85.14,1.23,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-10,2020,4,101,1,2.76,18.34,87.8,1.46,94.0,high
Rusizi Floodplain (Rusizi),high,2020-04-11,2020,4,102,1,2.81,18.3,88.48,1.37,94.0,high
Rusizi Floodplain (Rusizi),high,2020-04-12,2020,4,103,1,2.58,19.63,82.98,1.06,94.0,high
Rusizi Floodplain (Rusizi),high,2020-04-13,2020,4,104,1,10.15,17.81,91.42,1.03,94.0,high
Rusizi Floodplain (Rusizi),high,2020-04-14,2020,4,105,1,7.23,16.36,91.29,0.93,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-15,2020,4,106,1,1.26,20.15,75.78,0.51,94.0,moderate
Rusizi Floodplain (Rusizi),high,2020-04-16,2020,4,107,1,5.21,18.84,86.06,0.74,94.0,high
Rusizi Floodplain (Rusizi),high,2020-04-17,2020,4,108,1,23.15,17.47,88.38,0.73,95.0,high
Rusizi Floodplain (Rusizi),high,2020-04-18,2020,4,109,1,22.23,16.88,91.03,0.98,96.0,high
Rusizi Floodplain (Rusizi),high,2020-04-19,2020,4,110,1,5.95,15.8,87.42,1.0,96.0,high
Rusizi Floodplain (Rusizi),high,2020-04-20,2020,4,111,1,8.94,17.01,86.28,0.92,96.0,high
Rusizi Floodplain (Rusizi),high,2020-04-21,2020,4,112,1,4.91,16.28,86.49,0.85,96.0,high
Rusizi Floodplain (Rusizi),high,2020-04-22,2020,4,113,1,12.52,18.25,78.79,0.56,96.0,moderate
Rusizi Floodplain (Rusizi),high,2020-04-23,2020,4,114,1,9.35,18.23,87.19,0.74,97.0,high
Rusizi Floodplain (Rusizi),high,2020-04-24,2020,4,115,1,1.18,18.9,81.45,0.82,96.0,high
Rusizi Floodplain (Rusizi),high,2020-04-25,2020,4,116,1,1.45,19.21,75.98,0.68,96.0,critical
Rusizi Floodplain (Rusizi),high,2020-04-26,2020,4,117,1,3.34,18.09,82.82,1.06,96.0,critical
Rusizi Floodplain (Rusizi),high,2020-04-27,2020,4,118,1,30.71,18.1,88.54,0.99,96.0,high
Rusizi Floodplain (Rusizi),high,2020-04-28,2020,4,119,1,15.46,17.75,87.89,1.35,97.0,high
